#x y z label
252.462 700.224 -109.966 point_000
242.400 689.936 -109.933 point_001
230.729 678.157 -109.879 point_002
219.387 667.019 -109.924 point_003
205.747 653.615 -109.884 point_004
192.865 640.422 -109.907 point_005
181.179 628.702 -109.967 point_006
174.300 618.166 -110.001 point_007
166.902 602.598 -110.025 point_008
159.495 580.028 -109.989 point_009
157.899 563.943 -109.981 point_010
158.495 548.379 -110.001 point_011
159.970 532.583 -110.005 point_012
161.708 514.966 -110.019 point_013
162.685 499.684 -109.971 point_014
160.497 483.386 -109.950 point_015
154.762 469.698 -109.956 point_016
146.020 457.623 -109.925 point_017
134.659 447.449 -109.945 point_018
122.880 442.543 -109.966 point_019
109.544 439.794 -109.983 point_020
95.223 437.143 -110.012 point_021
81.187 435.348 -110.026 point_022
67.904 432.062 -110.095 point_023
54.195 425.549 -110.065 point_024
41.904 417.371 -110.091 point_025
31.282 408.252 -110.115 point_026
21.952 396.075 -110.173 point_027
12.083 379.788 -110.157 point_028
6.083 361.089 -110.167 point_029
4.027 345.475 -110.101 point_030
3.077 323.890 -110.038 point_031
3.110 311.160 -110.013 point_032
5.190 294.174 -110.022 point_033
9.104 281.906 -110.031 point_034
14.755 268.158 -109.981 point_035
20.037 252.916 -110.062 point_036
21.804 239.558 -109.985 point_037
21.536 227.230 -109.982 point_038
19.649 216.877 -109.930 point_039
16.182 204.478 -109.857 point_040
9.007 190.522 -109.889 point_041
-0.209 180.032 -109.645 point_042
-8.392 171.795 -109.252 point_043
-15.705 164.164 -108.841 point_044
-23.749 156.524 -108.693 point_045
-29.640 151.226 -108.466 point_046
