#x y z label
-16.755 156.704 -108.737 point_000
-10.150 163.227 -108.985 point_001
-3.464 169.794 -109.239 point_002
5.821 179.123 -109.682 point_003
12.111 188.811 -109.884 point_004
17.889 198.979 -109.859 point_005
21.568 209.984 -109.879 point_006
24.840 223.421 -109.898 point_007
25.711 231.524 -109.893 point_008
25.433 239.932 -109.937 point_009
23.904 246.151 -109.996 point_010
23.324 253.634 -110.025 point_011
21.870 259.765 -110.035 point_012
19.616 267.597 -109.969 point_013
15.333 274.871 -110.017 point_014
12.036 282.748 -109.994 point_015
10.713 290.891 -109.937 point_016
7.710 299.376 -109.952 point_017
6.606 309.251 -109.981 point_018
7.320 319.790 -109.949 point_019
6.460 330.268 -110.069 point_020
7.437 342.109 -110.041 point_021
9.170 356.459 -110.066 point_022
12.031 369.311 -110.115 point_023
16.361 379.170 -110.093 point_024
22.184 389.857 -110.080 point_025
27.950 398.662 -110.084 point_026
35.616 406.028 -110.040 point_027
47.618 416.457 -109.995 point_028
57.088 423.352 -110.078 point_029
77.401 430.988 -110.003 point_030
85.421 433.183 -109.975 point_031
96.358 434.718 -109.937 point_032
105.551 435.442 -109.935 point_033
114.910 437.345 -109.935 point_034
124.291 439.991 -109.918 point_035
131.329 442.769 -109.902 point_036
138.687 446.929 -109.910 point_037
144.827 452.290 -109.920 point_038
149.460 457.123 -109.920 point_039
153.228 462.367 -109.929 point_040
157.080 468.182 -109.933 point_041
160.212 474.722 -109.912 point_042
162.587 480.583 -109.935 point_043
164.259 486.314 -109.919 point_044
165.183 493.328 -109.925 point_045
165.424 499.868 -109.920 point_046
165.274 507.135 -109.978 point_047
164.805 513.246 -109.957 point_048
164.033 519.073 -109.970 point_049
163.729 524.607 -109.950 point_050
163.043 531.958 -109.988 point_051
162.753 538.837 -109.963 point_052
161.785 546.164 -109.966 point_053
161.456 553.074 -109.965 point_054
161.107 563.980 -109.947 point_055
161.820 576.403 -109.959 point_056
163.673 587.121 -109.978 point_057
168.472 600.087 -109.971 point_058
174.250 612.727 -109.961 point_059
182.574 625.031 -109.923 point_060
197.037 640.785 -109.861 point_061
209.195 652.551 -109.855 point_062
218.070 661.270 -109.869 point_063
226.953 670.157 -109.839 point_064
235.980 679.157 -109.901 point_065
244.351 687.333 -109.839 point_066
251.608 695.008 -109.925 point_067
259.833 703.266 -109.939 point_068
