#x y z label
-38.045 2.443 -108.994 point_000
-34.798 8.397 -108.960 point_001
-31.698 16.975 -108.913 point_002
-28.348 24.085 -108.921 point_003
-25.023 31.208 -108.877 point_004
-22.191 37.356 -108.844 point_005
-18.483 44.510 -108.841 point_006
-15.344 51.832 -108.900 point_007
-11.220 59.383 -108.896 point_008
-7.054 67.279 -108.847 point_009
-2.220 73.963 -108.815 point_010
4.205 81.454 -108.832 point_011
9.431 86.718 -108.879 point_012
14.633 92.028 -108.850 point_013
20.809 97.013 -108.796 point_014
