#x y z label
-42.173 126.611 -76.540 point_000
-1.149 113.004 -76.022 point_001
32.637 91.913 -75.827 point_002
51.673 48.886 -76.702 point_003
64.244 4.706 -76.623 point_004
68.663 -22.990 -76.787 point_005
72.763 -65.327 -76.799 point_006
73.086 -88.220 -76.616 point_007
52.388 -100.441 -77.130 point_008
43.104 -135.020 -76.487 point_009
57.818 -166.067 -76.014 point_010
11.019 -233.051 -77.184 point_011
-29.245 -288.830 -77.221 point_012
-129.601 -264.180 -77.636 point_013
-243.738 -226.674 -77.713 point_014
-286.788 -218.040 -76.732 point_015
-248.678 -181.534 -76.762 point_016
-196.753 -150.919 -76.833 point_017
-138.282 -116.271 -77.532 point_018
-98.396 -66.628 -76.706 point_019
-68.310 -6.766 -75.902 point_020
-49.474 54.419 -77.264 point_021
