#x y z label
141.455 -279.344 -60.008 point_000
140.442 -280.859 -59.664 point_001
138.168 -284.968 -58.444 point_002
134.583 -291.683 -56.564 point_003
130.867 -298.464 -57.789 point_004
127.237 -305.254 -59.787 point_005
126.861 -306.553 -60.053 point_006
126.106 -305.713 -59.995 point_007
114.067 -299.209 -60.030 point_008
97.102 -289.930 -60.027 point_009
84.697 -283.308 -60.044 point_010
82.426 -282.260 -60.009 point_011
80.104 -281.569 -59.986 point_012
77.391 -281.342 -59.990 point_013
75.004 -281.553 -60.007 point_014
73.120 -281.911 -59.984 point_015
62.838 -285.030 -60.017 point_016
50.067 -288.864 -60.013 point_017
42.773 -290.970 -59.980 point_018
37.326 -292.623 -59.955 point_019
36.813 -293.124 -60.010 point_020
36.820 -292.031 -59.826 point_021
35.946 -288.967 -58.982 point_022
33.190 -279.744 -56.500 point_023
31.576 -274.115 -57.281 point_024
29.225 -266.253 -59.396 point_025
28.587 -264.122 -59.966 point_026
28.127 -263.665 -59.998 point_027
29.195 -263.695 -60.000 point_028
36.975 -261.369 -60.011 point_029
48.876 -257.799 -60.020 point_030
62.731 -253.737 -59.997 point_031
64.601 -253.123 -60.012 point_032
68.992 -252.065 -59.988 point_033
72.778 -251.472 -60.016 point_034
76.770 -251.254 -59.997 point_035
79.951 -251.275 -60.001 point_036
83.435 -251.615 -59.998 point_037
86.405 -252.167 -59.989 point_038
89.460 -252.915 -59.992 point_039
92.548 -253.956 -59.976 point_040
94.775 -254.826 -59.965 point_041
97.339 -255.948 -59.981 point_042
98.818 -256.733 -60.010 point_043
110.057 -262.861 -59.995 point_044
122.001 -269.291 -59.965 point_045
131.780 -274.581 -59.991 point_046
138.114 -277.981 -60.004 point_047
140.314 -279.226 -60.008 point_048
