#x y z label
-15.679 -62.448 -73.506 point_000
-13.273 -62.728 -73.507 point_001
-10.792 -62.984 -73.470 point_002
-7.987 -63.390 -73.492 point_003
-5.280 -63.746 -73.483 point_004
-2.255 -64.105 -73.459 point_005
0.975 -64.554 -73.487 point_006
3.490 -64.889 -73.497 point_007
5.893 -65.248 -73.491 point_008
8.365 -65.531 -73.454 point_009
11.100 -65.953 -73.512 point_010
13.346 -66.157 -73.462 point_011
15.926 -66.548 -73.519 point_012
18.143 -66.690 -73.475 point_013
20.348 -66.633 -73.511 point_014
22.601 -66.162 -73.520 point_015
24.894 -65.176 -73.496 point_016
26.770 -64.082 -73.517 point_017
28.297 -62.825 -73.508 point_018
29.908 -61.082 -73.510 point_019
30.589 -59.948 -73.473 point_020
31.379 -58.572 -73.480 point_021
32.338 -56.883 -73.520 point_022
33.277 -55.216 -73.507 point_023
34.021 -53.767 -73.499 point_024
34.852 -52.324 -73.492 point_025
35.654 -50.747 -73.495 point_026
36.472 -49.321 -73.536 point_027
37.392 -47.626 -73.531 point_028
38.228 -46.088 -73.533 point_029
39.137 -44.416 -73.525 point_030
39.195 -44.236 -73.593 point_031
37.927 -44.043 -73.588 point_032
36.434 -43.835 -73.602 point_033
34.846 -43.662 -73.571 point_034
33.522 -43.545 -73.543 point_035
31.721 -43.323 -73.531 point_036
30.434 -43.137 -73.534 point_037
28.404 -42.897 -73.509 point_038
26.752 -42.597 -73.550 point_039
24.999 -42.372 -73.552 point_040
23.324 -42.145 -73.560 point_041
22.301 -42.049 -73.534 point_042
20.972 -41.836 -73.560 point_043
19.314 -41.636 -73.541 point_044
17.577 -41.355 -73.574 point_045
16.222 -41.162 -73.600 point_046
14.479 -40.947 -73.553 point_047
12.351 -40.722 -73.515 point_048
9.875 -40.460 -73.475 point_049
7.419 -40.104 -73.505 point_050
6.084 -39.954 -73.516 point_051
4.315 -39.966 -73.501 point_052
2.903 -40.064 -73.535 point_053
1.598 -40.321 -73.554 point_054
0.414 -40.713 -73.527 point_055
-0.472 -41.021 -73.541 point_056
-1.733 -41.660 -73.503 point_057
-3.112 -42.442 -73.532 point_058
-4.376 -43.437 -73.522 point_059
-5.164 -44.153 -73.531 point_060
-6.170 -45.199 -73.554 point_061
-6.892 -46.468 -73.443 point_062
-8.017 -47.973 -73.578 point_063
-8.707 -49.435 -73.515 point_064
-9.378 -50.588 -73.552 point_065
-10.015 -51.802 -73.539 point_066
-10.704 -53.022 -73.540 point_067
-11.380 -54.369 -73.520 point_068
-12.139 -55.747 -73.554 point_069
-12.861 -57.066 -73.590 point_070
-13.653 -58.597 -73.531 point_071
-14.586 -60.299 -73.539 point_072
-15.210 -61.481 -73.525 point_073
