#x y z label
-152.987 -64.351 -59.895 point_000
-152.636 -65.641 -59.746 point_001
-151.961 -67.676 -59.088 point_002
-151.487 -69.458 -58.660 point_003
-150.992 -71.239 -58.232 point_004
-150.486 -72.855 -57.778 point_005
-149.879 -74.609 -57.252 point_006
-149.461 -75.982 -56.879 point_007
-149.081 -77.371 -56.594 point_008
-148.706 -78.728 -56.488 point_009
-148.362 -80.040 -56.571 point_010
-147.940 -81.524 -56.941 point_011
-147.500 -82.946 -57.293 point_012
-147.085 -84.236 -57.651 point_013
-146.679 -85.731 -58.052 point_014
-146.117 -87.293 -58.473 point_015
-145.667 -88.790 -58.868 point_016
-145.261 -90.180 -59.237 point_017
-144.869 -91.440 -59.572 point_018
-144.579 -92.638 -59.900 point_019
-144.444 -93.125 -59.888 point_020
-143.829 -92.935 -60.024 point_021
-142.037 -92.420 -60.004 point_022
-140.614 -91.950 -59.999 point_023
-138.795 -91.453 -59.997 point_024
-136.880 -90.821 -60.009 point_025
-134.595 -90.162 -59.999 point_026
-132.473 -89.604 -60.018 point_027
-130.468 -88.956 -60.020 point_028
-128.598 -88.324 -60.005 point_029
-125.894 -87.606 -60.024 point_030
-123.734 -86.972 -60.032 point_031
-121.093 -86.196 -60.033 point_032
-119.047 -85.521 -60.026 point_033
-117.100 -84.985 -60.027 point_034
-115.187 -84.348 -60.008 point_035
-112.729 -83.722 -60.047 point_036
-110.362 -82.938 -60.023 point_037
-107.194 -81.990 -60.027 point_038
-104.935 -81.271 -60.007 point_039
-102.655 -80.650 -60.036 point_040
-101.154 -80.186 -60.032 point_041
-99.726 -79.700 -60.006 point_042
-97.860 -79.238 -60.039 point_043
-96.260 -78.732 -60.033 point_044
-94.212 -78.018 -59.989 point_045
-92.654 -77.659 -60.015 point_046
-91.003 -77.204 -60.034 point_047
-89.156 -76.592 -60.024 point_048
-87.127 -76.008 -60.018 point_049
-84.863 -75.346 -60.048 point_050
-83.689 -74.922 -60.007 point_051
-81.283 -74.305 -60.109 point_052
-79.117 -73.559 -60.024 point_053
-77.374 -72.995 -59.981 point_054
-75.432 -72.538 -60.010 point_055
-73.332 -71.843 -59.998 point_056
-70.481 -71.093 -60.039 point_057
-67.994 -70.163 -59.986 point_058
-65.953 -69.742 -60.041 point_059
-63.453 -68.767 -59.968 point_060
-61.084 -68.368 -60.017 point_061
-59.714 -68.171 -60.018 point_062
-58.313 -68.052 -60.022 point_063
-56.597 -68.030 -60.032 point_064
-54.352 -68.165 -60.021 point_065
-52.393 -68.507 -60.043 point_066
-50.790 -68.775 -60.018 point_067
-49.314 -69.229 -60.022 point_068
-47.352 -69.997 -60.031 point_069
-45.792 -70.716 -60.031 point_070
-44.278 -71.605 -60.051 point_071
-42.703 -72.358 -60.020 point_072
-40.791 -73.431 -60.031 point_073
-39.238 -74.219 -60.012 point_074
-37.420 -75.258 -60.013 point_075
-36.931 -74.512 -59.773 point_076
-36.094 -72.977 -59.322 point_077
-35.130 -70.985 -58.765 point_078
-34.020 -69.244 -58.249 point_079
-33.343 -67.527 -57.769 point_080
-32.270 -65.730 -57.214 point_081
-31.300 -63.986 -56.691 point_082
-30.486 -62.390 -56.440 point_083
-29.671 -60.995 -56.508 point_084
-29.009 -59.700 -56.830 point_085
-27.907 -57.861 -57.392 point_086
-27.043 -56.333 -57.851 point_087
-26.248 -54.801 -58.300 point_088
-25.319 -53.143 -58.791 point_089
-24.735 -51.771 -59.165 point_090
-23.889 -50.249 -59.621 point_091
-23.095 -48.858 -60.048 point_092
-24.611 -47.994 -60.045 point_093
-26.552 -46.891 -60.032 point_094
-27.544 -45.991 -60.043 point_095
-28.211 -45.209 -60.013 point_096
-28.833 -44.185 -60.015 point_097
-29.274 -43.064 -60.015 point_098
-29.515 -41.903 -60.016 point_099
-29.561 -40.714 -60.013 point_100
-29.443 -39.786 -60.030 point_101
-29.227 -38.885 -60.026 point_102
-29.038 -38.257 -60.023 point_103
-28.677 -37.394 -60.011 point_104
-28.284 -36.766 -60.037 point_105
-27.807 -35.943 -60.048 point_106
-27.279 -34.862 -60.052 point_107
-27.997 -34.436 -59.837 point_108
-29.671 -33.437 -59.353 point_109
-31.295 -32.585 -58.837 point_110
-32.845 -31.746 -58.395 point_111
-34.445 -30.962 -57.933 point_112
-36.049 -29.994 -57.438 point_113
-37.200 -29.371 -57.090 point_114
-38.466 -28.722 -56.705 point_115
-39.245 -28.319 -56.525 point_116
-40.260 -27.730 -56.420 point_117
-41.576 -27.009 -56.547 point_118
-42.261 -26.651 -56.672 point_119
-43.297 -26.090 -57.009 point_120
-44.391 -25.510 -57.287 point_121
-45.510 -24.898 -57.627 point_122
-46.620 -24.322 -57.925 point_123
