#x y z label
-53.437 -143.780 -66.114 point_000
-52.800 -140.898 -66.101 point_001
-51.419 -137.928 -66.125 point_002
-49.678 -135.577 -66.116 point_003
-47.703 -133.670 -66.114 point_004
-44.659 -131.912 -66.089 point_005
-42.407 -131.174 -66.081 point_006
-37.940 -129.775 -66.117 point_007
-32.234 -128.172 -66.061 point_008
-25.820 -126.259 -66.055 point_009
-18.743 -124.105 -66.073 point_010
-12.300 -122.208 -66.051 point_011
-6.359 -120.549 -66.032 point_012
-0.265 -118.781 -66.028 point_013
2.833 -118.429 -66.002 point_014
5.407 -118.768 -65.998 point_015
8.338 -119.458 -66.046 point_016
10.664 -120.832 -65.972 point_017
12.986 -122.596 -66.032 point_018
14.804 -124.766 -66.003 point_019
16.138 -126.985 -66.045 point_020
16.997 -128.843 -66.088 point_021
18.712 -134.918 -66.067 point_022
20.522 -141.000 -66.089 point_023
22.010 -146.021 -66.091 point_024
23.355 -150.762 -66.053 point_025
24.003 -153.825 -65.983 point_026
24.176 -156.459 -66.106 point_027
23.820 -159.094 -66.062 point_028
22.837 -161.846 -66.082 point_029
20.933 -164.897 -66.102 point_030
19.039 -166.921 -66.122 point_031
16.849 -168.459 -66.097 point_032
14.392 -169.702 -66.102 point_033
11.449 -170.362 -66.084 point_034
7.337 -170.619 -66.032 point_035
1.478 -171.166 -66.066 point_036
-4.271 -171.653 -66.066 point_037
-12.168 -172.230 -66.030 point_038
-22.099 -173.044 -66.033 point_039
-28.781 -173.567 -66.021 point_040
-33.210 -173.879 -66.009 point_041
-36.219 -173.954 -66.069 point_042
-38.622 -173.386 -66.046 point_043
-41.391 -172.457 -66.097 point_044
-42.992 -171.379 -66.075 point_045
-45.603 -169.210 -66.074 point_046
-47.028 -167.405 -66.096 point_047
-48.215 -165.163 -66.076 point_048
-48.919 -163.240 -66.100 point_049
-49.672 -160.676 -66.104 point_050
-50.513 -157.908 -66.118 point_051
-51.581 -154.106 -66.082 point_052
-52.721 -150.479 -66.121 point_053
-53.565 -147.279 -66.193 point_054
-53.540 -145.453 -66.089 point_055
