#x y z label
164.690 -108.558 -59.962 point_000
168.512 -101.377 -59.989 point_001
172.600 -93.848 -59.993 point_002
174.293 -90.833 -60.045 point_003
176.246 -88.102 -59.998 point_004
178.071 -85.850 -59.975 point_005
180.091 -83.684 -59.971 point_006
182.170 -81.620 -60.010 point_007
184.575 -79.655 -60.005 point_008
187.182 -77.795 -60.011 point_009
190.229 -75.893 -60.011 point_010
194.161 -74.017 -59.982 point_011
197.086 -72.756 -60.030 point_012
199.987 -71.840 -59.999 point_013
211.920 -68.330 -59.976 point_014
232.538 -62.229 -59.952 point_015
252.507 -56.210 -59.971 point_016
261.711 -53.442 -60.010 point_017
263.756 -52.820 -60.005 point_018
264.370 -52.268 -60.024 point_019
264.429 -53.631 -59.792 point_020
266.011 -58.987 -58.332 point_021
267.581 -64.233 -56.955 point_022
269.407 -70.442 -56.989 point_023
271.690 -78.030 -59.029 point_024
272.480 -80.830 -59.745 point_025
273.195 -81.893 -60.014 point_026
271.751 -81.925 -59.984 point_027
251.916 -87.866 -60.044 point_028
231.782 -93.825 -59.980 point_029
213.873 -99.184 -60.000 point_030
208.005 -100.874 -59.945 point_031
205.318 -101.996 -59.964 point_032
202.560 -103.948 -59.979 point_033
200.522 -105.995 -59.986 point_034
199.000 -108.187 -59.984 point_035
195.250 -115.220 -59.980 point_036
192.048 -121.063 -59.949 point_037
191.479 -123.136 -59.999 point_038
181.120 -117.589 -57.076 point_039
177.247 -115.422 -56.422 point_040
169.144 -110.961 -58.634 point_041
