#x y z label
-159.069 18.591 -59.903 point_000
-158.502 17.004 -59.630 point_001
-157.897 14.878 -59.063 point_002
-157.281 12.846 -58.499 point_003
-156.639 10.672 -57.937 point_004
-156.103 8.721 -57.426 point_005
-155.586 7.060 -56.997 point_006
-155.225 5.713 -56.624 point_007
-154.991 4.891 -56.496 point_008
-154.655 3.876 -56.466 point_009
-154.397 2.993 -56.541 point_010
-154.090 1.934 -56.750 point_011
-153.793 0.965 -56.989 point_012
-153.419 -0.096 -57.252 point_013
-153.199 -1.013 -57.515 point_014
-152.846 -2.259 -57.852 point_015
-152.517 -3.360 -58.164 point_016
-152.169 -4.508 -58.462 point_017
-151.868 -5.533 -58.766 point_018
-151.578 -6.501 -58.995 point_019
-151.173 -7.874 -59.387 point_020
-150.780 -9.176 -59.733 point_021
-150.462 -10.367 -59.994 point_022
-149.524 -10.078 -60.071 point_023
-147.848 -9.601 -60.074 point_024
-146.330 -9.112 -60.043 point_025
-144.199 -8.484 -60.156 point_026
-141.478 -7.685 -60.060 point_027
-139.476 -7.099 -60.063 point_028
-137.451 -6.499 -60.079 point_029
-135.446 -5.898 -60.067 point_030
-133.105 -5.203 -60.051 point_031
-131.046 -4.602 -60.068 point_032
-129.092 -4.018 -60.078 point_033
-126.851 -3.322 -60.042 point_034
-124.608 -2.689 -60.088 point_035
-122.552 -2.042 -60.047 point_036
-120.804 -1.535 -60.050 point_037
-118.980 -1.010 -60.054 point_038
-116.535 -0.265 -60.045 point_039
-114.876 0.239 -60.037 point_040
-112.625 0.880 -60.038 point_041
-110.404 1.533 -60.046 point_042
-108.260 2.219 -60.021 point_043
-106.062 2.859 -60.013 point_044
-104.096 3.430 -60.021 point_045
-102.419 3.916 -60.055 point_046
-99.887 4.710 -60.035 point_047
-97.517 5.408 -60.021 point_048
-95.529 6.029 -60.006 point_049
-94.142 6.449 -60.009 point_050
-91.655 7.155 -60.045 point_051
-89.854 7.672 -60.075 point_052
-87.670 8.345 -60.066 point_053
-85.782 8.920 -60.034 point_054
-84.239 9.441 -60.018 point_055
-82.339 9.976 -60.038 point_056
-80.128 10.638 -60.046 point_057
-78.403 11.125 -60.050 point_058
-76.297 11.809 -60.020 point_059
-74.953 12.184 -60.035 point_060
-73.480 12.600 -60.047 point_061
-71.635 13.151 -60.036 point_062
-70.102 13.603 -60.025 point_063
-67.968 14.183 -60.031 point_064
-66.059 14.545 -60.020 point_065
-64.555 14.669 -60.033 point_066
-63.112 14.689 -60.091 point_067
-61.539 14.661 -60.041 point_068
-60.496 14.568 -60.042 point_069
