#x y z label
-181.179 -178.726 -60.018 point_000
-179.928 -176.311 -59.304 point_001
-178.182 -173.170 -58.375 point_002
-176.951 -170.724 -57.641 point_003
-175.251 -167.346 -56.718 point_004
-174.449 -165.972 -56.416 point_005
-172.923 -163.118 -56.735 point_006
-171.812 -161.047 -57.354 point_007
-171.107 -159.700 -57.777 point_008
-170.123 -157.910 -58.328 point_009
-169.209 -156.215 -58.876 point_010
-168.226 -154.397 -59.388 point_011
-167.481 -152.943 -59.799 point_012
-167.161 -152.338 -60.056 point_013
-167.202 -151.830 -60.034 point_014
-166.531 -152.123 -60.028 point_015
-164.859 -151.677 -59.982 point_016
-160.927 -150.460 -60.017 point_017
-157.380 -149.410 -60.010 point_018
-154.417 -148.524 -60.041 point_019
-151.361 -147.622 -60.022 point_020
-147.602 -146.516 -60.037 point_021
-144.657 -145.624 -60.044 point_022
-141.405 -144.669 -60.040 point_023
-137.748 -143.565 -60.049 point_024
-135.298 -142.887 -60.011 point_025
-130.865 -141.508 -60.021 point_026
-125.100 -139.917 -59.940 point_027
-120.119 -138.337 -60.004 point_028
-113.543 -136.352 -60.015 point_029
-111.046 -135.609 -60.016 point_030
-108.261 -134.908 -60.044 point_031
-105.547 -134.459 -60.079 point_032
-102.968 -134.335 -60.009 point_033
-100.346 -134.348 -60.042 point_034
-97.132 -134.757 -60.034 point_035
-93.754 -135.539 -60.031 point_036
-90.148 -136.813 -60.060 point_037
-87.001 -138.393 -60.023 point_038
-84.108 -139.977 -60.087 point_039
-80.562 -141.935 -59.976 point_040
-76.516 -144.107 -60.026 point_041
-72.226 -146.483 -59.955 point_042
-67.531 -148.957 -60.058 point_043
-64.510 -150.650 -59.977 point_044
-63.464 -153.397 -59.261 point_045
-62.634 -156.361 -58.440 point_046
-61.533 -160.037 -57.478 point_047
-60.776 -162.456 -56.836 point_048
-60.013 -165.042 -56.451 point_049
-59.002 -168.395 -57.053 point_050
-57.992 -171.681 -57.948 point_051
-57.028 -174.943 -58.793 point_052
-56.180 -177.854 -59.582 point_053
-55.760 -179.566 -60.025 point_054
-57.635 -180.074 -60.026 point_055
-63.204 -181.757 -60.028 point_056
-69.932 -183.688 -59.995 point_057
-79.614 -186.640 -59.984 point_058
-93.854 -190.869 -60.010 point_059
-106.841 -194.709 -59.988 point_060
-119.243 -198.399 -60.108 point_061
-122.843 -199.184 -60.004 point_062
-125.854 -199.642 -60.066 point_063
-128.368 -199.862 -60.007 point_064
-131.332 -199.886 -60.009 point_065
-134.720 -199.726 -60.026 point_066
-137.974 -199.301 -60.012 point_067
-141.275 -198.681 -59.991 point_068
-144.492 -197.764 -60.010 point_069
-147.668 -196.636 -60.061 point_070
-150.753 -195.205 -59.986 point_071
-153.523 -193.777 -60.007 point_072
-156.735 -192.057 -60.010 point_073
-161.190 -189.647 -60.009 point_074
-168.162 -185.858 -60.044 point_075
-172.637 -183.493 -60.070 point_076
-177.311 -180.945 -60.029 point_077
