#x y z label
71.985 -47.479 -66.102 point_000
72.753 -49.509 -66.032 point_001
74.294 -51.747 -66.033 point_002
76.416 -53.384 -65.939 point_003
79.820 -55.404 -65.979 point_004
81.705 -56.436 -65.977 point_005
84.112 -57.756 -65.995 point_006
86.956 -59.236 -65.943 point_007
89.455 -60.669 -66.022 point_008
92.481 -62.194 -65.937 point_009
95.399 -63.841 -66.005 point_010
98.151 -65.282 -65.966 point_011
100.630 -66.705 -66.046 point_012
103.204 -68.039 -65.988 point_013
105.838 -69.460 -65.965 point_014
108.214 -70.786 -65.992 point_015
111.351 -72.549 -66.088 point_016
114.354 -74.153 -65.998 point_017
117.637 -75.880 -65.976 point_018
120.391 -77.328 -65.947 point_019
123.369 -78.948 -65.803 point_020
126.571 -80.511 -66.071 point_021
129.337 -80.846 -65.987 point_022
131.709 -80.484 -65.835 point_023
134.378 -79.460 -65.948 point_024
135.609 -78.685 -66.021 point_025
137.280 -76.993 -65.921 point_026
138.670 -74.904 -63.033 point_027
140.588 -72.963 -63.033 point_028
142.969 -70.267 -63.018 point_029
144.449 -68.417 -63.028 point_030
145.903 -66.523 -63.032 point_031
147.617 -65.010 -63.030 point_032
148.876 -63.726 -63.025 point_033
150.292 -62.683 -63.031 point_034
151.630 -61.790 -63.033 point_035
153.058 -60.977 -63.033 point_036
154.027 -60.583 -63.037 point_037
155.739 -59.971 -63.037 point_038
157.194 -59.585 -63.321 point_039
157.866 -59.394 -63.596 point_040
158.748 -59.132 -63.937 point_041
159.551 -58.899 -64.255 point_042
160.217 -58.730 -64.547 point_043
161.042 -58.471 -64.824 point_044
161.796 -58.176 -65.111 point_045
162.770 -57.951 -65.474 point_046
163.681 -57.673 -65.829 point_047
164.576 -57.354 -66.179 point_048
165.450 -57.159 -66.500 point_049
166.756 -56.704 -67.018 point_050
167.810 -56.438 -67.416 point_051
169.072 -56.039 -67.903 point_052
170.141 -55.694 -68.317 point_053
171.487 -55.299 -68.821 point_054
172.888 -54.942 -69.333 point_055
174.022 -54.603 -69.773 point_056
174.992 -54.285 -70.159 point_057
176.448 -53.846 -70.718 point_058
177.592 -53.457 -71.181 point_059
178.802 -53.165 -71.634 point_060
179.887 -52.829 -72.067 point_061
178.643 -52.144 -72.130 point_062
176.508 -50.979 -72.150 point_063
174.629 -49.976 -72.136 point_064
172.455 -48.827 -72.127 point_065
170.537 -47.807 -72.093 point_066
168.732 -46.786 -72.123 point_067
166.659 -45.680 -72.093 point_068
164.440 -44.445 -72.118 point_069
162.677 -43.486 -72.114 point_070
160.638 -42.393 -72.076 point_071
158.816 -41.417 -72.066 point_072
156.940 -40.473 -72.043 point_073
