#x y z label
38.084 40.978 -60.067 point_000
39.277 40.293 -60.057 point_001
40.739 39.475 -60.046 point_002
42.114 38.564 -60.013 point_003
43.004 37.688 -59.983 point_004
43.835 36.373 -59.982 point_005
44.213 35.325 -59.986 point_006
44.582 34.202 -59.966 point_007
44.517 32.505 -60.010 point_008
44.345 31.218 -59.999 point_009
43.881 30.173 -60.041 point_010
43.384 29.169 -60.062 point_011
42.832 28.168 -60.076 point_012
42.295 27.030 -60.032 point_013
43.066 26.428 -59.732 point_014
44.208 25.776 -59.391 point_015
45.966 24.853 -58.914 point_016
47.640 24.004 -58.433 point_017
49.691 22.848 -57.836 point_018
51.046 22.126 -57.419 point_019
52.398 21.388 -57.021 point_020
54.062 20.496 -56.548 point_021
55.455 19.697 -56.428 point_022
56.865 18.897 -56.667 point_023
57.941 18.374 -56.876 point_024
59.544 17.465 -57.385 point_025
60.791 16.811 -57.726 point_026
61.918 16.182 -58.104 point_027
63.060 15.570 -58.381 point_028
64.417 14.843 -58.757 point_029
65.564 14.234 -59.094 point_030
66.552 13.760 -59.320 point_031
67.476 13.191 -59.663 point_032
68.681 12.577 -59.972 point_033
69.703 14.400 -60.016 point_034
70.528 16.292 -59.958 point_035
71.804 18.307 -59.996 point_036
72.656 19.920 -59.993 point_037
73.699 21.880 -59.975 point_038
74.492 22.961 -59.997 point_039
75.533 24.494 -59.968 point_040
76.391 25.445 -59.983 point_041
77.675 26.763 -59.984 point_042
78.772 27.699 -59.992 point_043
79.940 28.697 -59.981 point_044
81.331 29.619 -59.985 point_045
83.096 30.585 -59.983 point_046
84.798 31.455 -59.964 point_047
86.997 32.127 -60.001 point_048
88.676 32.661 -59.999 point_049
90.559 33.324 -59.960 point_050
92.437 33.752 -60.048 point_051
93.646 34.290 -59.964 point_052
95.111 34.596 -60.014 point_053
96.650 35.010 -60.083 point_054
98.705 35.679 -60.012 point_055
100.272 36.229 -59.964 point_056
102.088 36.628 -60.012 point_057
103.508 37.132 -59.988 point_058
105.164 37.595 -60.001 point_059
106.256 37.997 -59.981 point_060
107.661 38.399 -60.001 point_061
108.930 38.718 -60.015 point_062
110.794 39.325 -59.990 point_063
112.250 39.696 -60.012 point_064
113.946 40.289 -59.975 point_065
115.577 40.695 -60.001 point_066
116.937 41.101 -59.986 point_067
118.248 41.489 -59.991 point_068
119.932 41.994 -59.992 point_069
121.237 42.314 -60.036 point_070
123.062 42.896 -60.000 point_071
124.827 43.418 -59.996 point_072
126.824 44.012 -59.995 point_073
128.226 44.387 -60.026 point_074
130.205 44.979 -59.998 point_075
132.324 45.744 -59.966 point_076
134.487 46.312 -59.985 point_077
136.930 47.008 -59.993 point_078
138.787 47.682 -59.963 point_079
140.879 48.266 -59.974 point_080
142.528 48.661 -60.002 point_081
144.068 49.224 -59.979 point_082
146.345 49.850 -59.990 point_083
148.014 50.495 -59.953 point_084
150.060 50.940 -59.990 point_085
152.435 51.653 -59.991 point_086
154.325 52.178 -60.003 point_087
157.179 53.081 -59.976 point_088
159.318 53.681 -60.005 point_089
161.236 54.283 -59.991 point_090
163.072 54.799 -59.985 point_091
164.400 55.290 -59.970 point_092
166.220 55.748 -60.005 point_093
167.983 56.231 -59.872 point_094
167.353 58.779 -59.329 point_095
166.848 60.562 -58.883 point_096
166.361 61.918 -58.482 point_097
165.885 63.560 -58.047 point_098
165.306 65.520 -57.510 point_099
164.893 66.932 -57.122 point_100
164.384 68.713 -56.651 point_101
163.982 70.046 -56.431 point_102
163.494 71.663 -56.469 point_103
163.015 73.318 -56.828 point_104
162.556 74.898 -57.251 point_105
162.023 76.640 -57.732 point_106
161.578 78.185 -58.146 point_107
161.143 79.590 -58.525 point_108
160.857 80.588 -58.783 point_109
160.405 82.056 -59.170 point_110
159.999 83.317 -59.514 point_111
159.659 84.483 -59.824 point_112
159.473 85.144 -59.894 point_113
158.003 84.725 -60.000 point_114
156.899 84.445 -60.013 point_115
155.401 83.963 -59.983 point_116
153.447 83.394 -59.981 point_117
151.488 82.792 -59.975 point_118
149.524 82.153 -59.964 point_119
147.218 81.553 -59.989 point_120
144.929 80.798 -59.974 point_121
142.451 80.086 -59.982 point_122
139.544 79.216 -59.980 point_123
137.122 78.506 -59.980 point_124
134.241 77.658 -59.987 point_125
131.600 76.876 -59.991 point_126
128.299 75.873 -59.997 point_127
126.030 75.214 -60.003 point_128
123.172 74.355 -59.993 point_129
120.475 73.562 -59.990 point_130
117.456 72.592 -59.980 point_131
115.360 72.042 -59.988 point_132
113.012 71.299 -59.982 point_133
109.995 70.366 -59.970 point_134
108.055 69.909 -60.017 point_135
105.562 69.021 -59.959 point_136
103.011 68.437 -60.052 point_137
101.234 67.826 -59.996 point_138
98.601 67.015 -59.990 point_139
96.131 66.290 -59.999 point_140
94.069 65.624 -59.991 point_141
91.802 65.036 -60.014 point_142
89.819 64.392 -59.999 point_143
87.435 63.717 -59.997 point_144
84.352 62.764 -59.984 point_145
80.980 61.764 -59.993 point_146
78.728 61.155 -60.006 point_147
77.591 60.777 -59.987 point_148
75.311 60.432 -60.010 point_149
73.186 60.166 -59.992 point_150
71.500 60.154 -60.004 point_151
69.561 60.215 -59.995 point_152
67.818 60.443 -59.988 point_153
65.674 60.922 -59.990 point_154
64.093 61.478 -59.999 point_155
62.561 62.057 -59.990 point_156
60.842 62.889 -59.994 point_157
58.225 64.226 -59.993 point_158
56.406 65.122 -59.975 point_159
54.580 66.163 -59.962 point_160
53.006 66.954 -59.958 point_161
52.383 67.353 -59.970 point_162
51.816 66.296 -59.674 point_163
51.168 64.995 -59.308 point_164
50.318 63.629 -58.904 point_165
49.495 62.159 -58.476 point_166
48.642 60.680 -58.116 point_167
47.853 59.080 -57.573 point_168
47.007 57.588 -57.152 point_169
46.256 56.136 -56.688 point_170
45.367 54.606 -56.444 point_171
44.714 53.388 -56.461 point_172
44.194 52.372 -56.646 point_173
43.269 50.730 -57.146 point_174
42.690 49.632 -57.450 point_175
41.984 48.260 -57.856 point_176
41.462 47.231 -58.166 point_177
40.981 46.463 -58.403 point_178
40.175 44.895 -58.880 point_179
39.460 43.592 -59.271 point_180
38.741 42.316 -59.662 point_181
