#x y z label
27.068 -123.379 -60.024 point_000
34.812 -121.103 -60.000 point_001
43.285 -118.559 -60.007 point_002
52.778 -115.718 -60.002 point_003
65.506 -111.940 -60.006 point_004
75.538 -108.949 -59.996 point_005
83.476 -106.614 -59.994 point_006
87.765 -105.882 -60.821 point_007
92.177 -104.992 -60.000 point_008
96.313 -104.740 -60.035 point_009
100.947 -105.024 -59.999 point_010
105.423 -105.749 -59.984 point_011
109.730 -106.855 -59.993 point_012
115.481 -109.008 -60.017 point_013
120.636 -111.746 -59.992 point_014
124.968 -114.119 -59.998 point_015
129.798 -116.773 -59.986 point_016
139.784 -122.171 -59.989 point_017
153.160 -129.330 -59.996 point_018
157.520 -131.753 -59.981 point_019
164.922 -135.774 -60.001 point_020
177.482 -142.525 -59.974 point_021
182.234 -145.125 -59.968 point_022
176.773 -155.078 -57.064 point_023
172.083 -164.249 -57.805 point_024
168.936 -170.060 -59.573 point_025
168.154 -171.403 -59.986 point_026
158.081 -166.061 -60.001 point_027
145.135 -159.123 -60.013 point_028
135.200 -153.819 -60.015 point_029
123.092 -147.235 -59.992 point_030
112.483 -141.449 -60.019 point_031
105.343 -137.571 -60.019 point_032
103.373 -136.510 -60.020 point_033
100.356 -135.309 -59.999 point_034
96.826 -134.800 -60.034 point_035
93.017 -135.207 -60.098 point_036
89.429 -136.191 -60.024 point_037
79.046 -139.309 -60.012 point_038
62.039 -144.353 -60.017 point_039
46.232 -149.033 -59.994 point_040
38.089 -151.480 -59.986 point_041
35.691 -152.144 -59.970 point_042
32.891 -143.083 -57.555 point_043
31.426 -137.962 -56.404 point_044
29.234 -130.292 -58.135 point_045
