#x y z label
-168.468 128.269 -62.505 point_000
-168.644 127.477 -62.283 point_001
-168.982 126.126 -61.950 point_002
-169.442 124.161 -61.448 point_003
-169.786 122.277 -60.986 point_004
-170.266 120.322 -60.479 point_005
-170.788 118.590 -60.072 point_006
-171.264 116.643 -59.577 point_007
-171.678 114.833 -59.075 point_008
-172.222 112.536 -58.645 point_009
-171.934 113.540 -58.755 point_010
-172.585 111.000 -58.710 point_011
-172.991 109.418 -59.099 point_012
-173.353 107.759 -59.506 point_013
-173.717 105.862 -60.007 point_014
-174.191 104.329 -60.420 point_015
-174.562 102.711 -60.811 point_016
-174.935 101.065 -61.233 point_017
-175.340 99.423 -61.653 point_018
-175.602 97.682 -62.093 point_019
-176.098 96.029 -62.518 point_020
-174.499 95.716 -62.515 point_021
-172.177 95.157 -62.527 point_022
-169.606 94.545 -62.510 point_023
-167.673 94.159 -62.501 point_024
-165.636 93.607 -62.513 point_025
-163.669 93.107 -62.524 point_026
-161.477 92.637 -62.498 point_027
-158.994 92.006 -62.527 point_028
-156.848 91.523 -62.501 point_029
-154.892 91.115 -62.493 point_030
-152.780 90.594 -62.502 point_031
-150.964 90.038 -62.545 point_032
-149.041 89.530 -62.557 point_033
-146.866 89.176 -62.505 point_034
-144.459 88.459 -62.541 point_035
-142.336 87.938 -62.525 point_036
-140.112 87.385 -62.543 point_037
-138.159 86.955 -62.523 point_038
-135.974 86.436 -62.519 point_039
-133.825 85.910 -62.555 point_040
-131.527 85.376 -62.527 point_041
-129.050 84.808 -62.507 point_042
-126.674 84.203 -62.505 point_043
-124.830 83.899 -62.478 point_044
-122.838 83.293 -62.498 point_045
-121.109 82.942 -62.494 point_046
-119.187 82.414 -62.510 point_047
-116.762 81.837 -62.513 point_048
-114.710 81.351 -62.518 point_049
-112.191 80.773 -62.510 point_050
-110.395 80.295 -62.484 point_051
-108.292 79.752 -62.592 point_052
-106.631 79.472 -62.488 point_053
-104.893 79.049 -62.496 point_054
-102.776 78.524 -62.507 point_055
-101.197 78.152 -62.513 point_056
-99.130 77.576 -62.528 point_057
-97.157 77.140 -62.512 point_058
-94.116 76.372 -62.581 point_059
-92.018 75.961 -62.505 point_060
-89.894 75.363 -62.520 point_061
-87.983 74.943 -62.501 point_062
-85.877 74.534 -62.485 point_063
-83.716 73.886 -62.520 point_064
-81.522 73.350 -62.525 point_065
-79.537 72.904 -62.499 point_066
-77.719 72.466 -62.510 point_067
-76.491 72.180 -62.502 point_068
-76.097 73.680 -62.156 point_069
-75.757 75.152 -61.799 point_070
-75.426 76.442 -61.501 point_071
-75.174 77.685 -61.135 point_072
-74.810 79.135 -60.779 point_073
-74.498 80.529 -60.405 point_074
-74.182 81.722 -60.125 point_075
-73.961 82.728 -59.837 point_076
-73.602 84.234 -59.433 point_077
-73.251 85.597 -59.099 point_078
-73.013 86.673 -58.787 point_079
-72.810 87.557 -58.658 point_080
-72.570 88.572 -58.610 point_081
-72.242 89.821 -58.748 point_082
-71.990 91.183 -59.097 point_083
-71.697 92.092 -59.353 point_084
-71.433 93.246 -59.640 point_085
-71.025 95.078 -60.127 point_086
-70.601 96.707 -60.557 point_087
-70.240 98.232 -60.952 point_088
-69.808 100.086 -61.410 point_089
-69.480 101.650 -61.819 point_090
-69.182 102.753 -62.119 point_091
-68.810 104.389 -62.516 point_092
-70.098 104.747 -62.580 point_093
-71.261 105.018 -62.582 point_094
-72.713 105.359 -62.575 point_095
-74.433 105.775 -62.504 point_096
-75.975 106.142 -62.539 point_097
-77.982 106.617 -62.505 point_098
-79.485 106.969 -62.529 point_099
-81.588 107.480 -62.535 point_100
-83.141 107.854 -62.566 point_101
-84.970 108.271 -62.522 point_102
-86.418 108.642 -62.534 point_103
-87.149 108.796 -62.523 point_104
-88.317 109.099 -62.544 point_105
-89.249 109.288 -62.511 point_106
-90.301 109.530 -62.506 point_107
-91.171 109.766 -62.516 point_108
-92.738 110.051 -62.482 point_109
-94.045 110.490 -62.555 point_110
-95.950 110.902 -62.491 point_111
-97.598 111.240 -62.481 point_112
-99.251 111.730 -62.521 point_113
-101.400 112.153 -62.480 point_114
-103.218 112.640 -62.476 point_115
-104.412 112.909 -62.470 point_116
-105.572 113.213 -62.489 point_117
-107.040 113.537 -62.476 point_118
-108.107 113.820 -62.487 point_119
-109.364 114.168 -62.524 point_120
-110.615 114.468 -62.542 point_121
-112.242 114.856 -62.541 point_122
-113.422 115.119 -62.501 point_123
-115.389 115.532 -62.484 point_124
-116.837 115.931 -62.496 point_125
-118.255 116.278 -62.508 point_126
-120.138 116.621 -62.475 point_127
-121.782 117.092 -62.484 point_128
-123.472 117.542 -62.512 point_129
-124.665 117.800 -62.487 point_130
-126.589 118.198 -62.482 point_131
-128.518 118.730 -62.489 point_132
-129.809 119.031 -62.481 point_133
-131.693 119.505 -62.512 point_134
-133.659 119.952 -62.499 point_135
-135.424 120.344 -62.492 point_136
-137.125 120.745 -62.488 point_137
-138.739 121.129 -62.483 point_138
-140.311 121.538 -62.487 point_139
-142.222 122.034 -62.516 point_140
-143.977 122.448 -62.508 point_141
-145.664 122.829 -62.500 point_142
-147.564 123.295 -62.499 point_143
-149.454 123.706 -62.495 point_144
-151.206 124.106 -62.478 point_145
-153.297 124.655 -62.490 point_146
-155.467 125.125 -62.492 point_147
-157.232 125.586 -62.497 point_148
-158.457 125.815 -62.487 point_149
-160.609 126.389 -62.487 point_150
-162.639 126.845 -62.487 point_151
-164.501 127.331 -62.489 point_152
-165.639 127.551 -62.487 point_153
-166.778 127.837 -62.466 point_154
-167.559 128.033 -62.488 point_155
