#x y z label
6.308 116.004 -60.096 point_000
7.593 115.343 -60.086 point_001
9.274 114.336 -60.095 point_002
10.602 113.302 -60.099 point_003
11.354 112.485 -60.079 point_004
12.125 111.362 -60.039 point_005
12.505 110.144 -60.065 point_006
12.736 109.057 -60.065 point_007
12.834 107.933 -60.047 point_008
12.800 107.218 -60.040 point_009
12.516 106.335 -60.079 point_010
12.315 105.601 -60.080 point_011
11.948 104.871 -60.086 point_012
11.525 104.015 -60.078 point_013
10.987 103.035 -60.085 point_014
10.664 102.441 -60.079 point_015
10.449 102.021 -60.115 point_016
11.065 101.661 -59.914 point_017
12.330 100.984 -59.545 point_018
14.541 99.816 -58.887 point_019
16.249 98.842 -58.379 point_020
18.050 97.870 -57.852 point_021
19.442 97.136 -57.438 point_022
20.747 96.404 -57.169 point_023
21.749 95.874 -56.752 point_024
22.588 95.452 -56.560 point_025
24.414 94.449 -56.493 point_026
25.927 93.580 -56.839 point_027
27.427 92.782 -57.292 point_028
28.836 92.022 -57.725 point_029
29.830 91.448 -58.022 point_030
30.843 90.904 -58.317 point_031
31.892 90.333 -58.737 point_032
32.990 89.743 -58.967 point_033
34.390 88.998 -59.439 point_034
35.555 88.367 -59.766 point_035
36.669 87.765 -60.000 point_036
36.924 87.659 -60.053 point_037
37.633 89.026 -60.152 point_038
38.604 90.755 -60.024 point_039
39.516 92.463 -60.143 point_040
40.134 93.540 -60.020 point_041
41.099 95.439 -60.015 point_042
41.825 96.632 -60.090 point_043
42.537 97.731 -60.083 point_044
43.196 98.664 -60.093 point_045
43.744 99.373 -60.109 point_046
44.658 100.440 -60.068 point_047
46.007 101.790 -60.137 point_048
47.197 102.861 -60.110 point_049
48.079 103.606 -60.127 point_050
49.295 104.468 -60.138 point_051
50.407 105.086 -60.088 point_052
52.139 106.032 -60.097 point_053
53.213 106.485 -60.096 point_054
54.527 106.993 -60.119 point_055
55.973 107.467 -60.092 point_056
57.492 107.929 -60.096 point_057
58.560 108.252 -60.065 point_058
59.666 108.645 -60.027 point_059
60.935 108.957 -60.091 point_060
62.126 109.298 -60.072 point_061
63.552 109.724 -60.108 point_062
64.767 110.114 -60.069 point_063
66.420 110.606 -60.056 point_064
67.738 111.035 -60.036 point_065
69.379 111.468 -60.052 point_066
71.154 112.016 -60.048 point_067
73.128 112.592 -60.093 point_068
74.950 113.121 -60.056 point_069
76.182 113.514 -60.047 point_070
77.790 113.982 -60.058 point_071
79.646 114.513 -60.058 point_072
81.816 113.477 -58.505 point_073
82.786 115.460 -60.032 point_074
84.727 116.024 -60.030 point_075
86.216 116.455 -60.049 point_076
88.090 117.015 -60.065 point_077
89.585 117.457 -60.019 point_078
90.643 117.789 -60.085 point_079
91.997 118.184 -60.015 point_080
93.226 118.572 -60.013 point_081
95.359 119.186 -60.073 point_082
98.168 120.007 -60.113 point_083
100.438 120.701 -60.031 point_084
102.554 121.369 -60.023 point_085
104.880 122.014 -60.030 point_086
106.874 122.616 -60.031 point_087
108.434 123.119 -60.032 point_088
110.088 123.551 -60.106 point_089
111.979 124.135 -60.049 point_090
114.843 124.987 -60.074 point_091
116.830 125.564 -60.100 point_092
118.860 126.166 -60.055 point_093
120.629 126.690 -60.098 point_094
122.257 127.175 -60.031 point_095
124.338 127.813 -60.027 point_096
125.966 128.285 -60.036 point_097
127.611 128.821 -60.012 point_098
128.766 129.126 -60.038 point_099
130.507 129.688 -60.021 point_100
132.098 130.138 -60.010 point_101
133.840 130.636 -60.028 point_102
135.226 131.127 -60.019 point_103
136.333 131.321 -59.879 point_104
135.885 132.855 -59.640 point_105
135.252 135.059 -59.064 point_106
134.797 136.524 -58.659 point_107
134.418 137.820 -58.329 point_108
134.049 139.196 -58.038 point_109
133.795 139.995 -57.783 point_110
133.272 141.666 -57.295 point_111
132.780 143.404 -56.837 point_112
132.229 145.234 -56.469 point_113
131.628 147.262 -56.603 point_114
131.279 148.414 -56.861 point_115
130.754 150.209 -57.351 point_116
130.324 151.455 -57.662 point_117
130.069 152.499 -58.027 point_118
129.638 153.877 -58.294 point_119
129.217 155.349 -58.719 point_120
128.767 156.695 -59.058 point_121
128.394 158.097 -59.444 point_122
128.032 159.256 -59.759 point_123
127.769 160.237 -59.950 point_124
126.181 159.836 -60.032 point_125
123.992 159.209 -60.092 point_126
121.781 158.490 -60.007 point_127
119.621 157.866 -60.019 point_128
117.542 157.240 -60.023 point_129
115.934 156.786 -60.016 point_130
114.543 156.310 -60.022 point_131
112.570 155.784 -60.108 point_132
110.766 155.239 -60.043 point_133
108.904 154.657 -60.016 point_134
106.876 154.063 -60.023 point_135
105.168 153.563 -60.023 point_136
103.124 152.898 -60.010 point_137
100.088 152.038 -60.032 point_138
98.208 151.434 -60.022 point_139
96.156 150.840 -60.030 point_140
94.280 150.209 -60.019 point_141
92.055 149.669 -60.046 point_142
89.299 148.858 -60.037 point_143
87.257 148.226 -60.036 point_144
85.360 147.594 -60.022 point_145
82.769 146.901 -60.028 point_146
80.650 146.266 -60.031 point_147
78.335 145.532 -60.015 point_148
76.597 145.026 -60.014 point_149
74.680 144.522 -60.028 point_150
73.666 144.156 -60.024 point_151
71.307 143.514 -60.019 point_152
68.704 142.635 -60.007 point_153
66.614 142.124 -60.041 point_154
64.319 141.385 -60.014 point_155
61.009 140.434 -60.025 point_156
57.545 139.368 -60.011 point_157
55.304 138.757 -60.030 point_158
53.170 138.072 -60.035 point_159
50.295 137.265 -60.047 point_160
48.822 136.815 -60.055 point_161
46.718 136.114 -60.152 point_162
44.249 135.633 -60.123 point_163
42.660 135.405 -60.045 point_164
41.074 135.297 -60.048 point_165
39.093 135.224 -60.026 point_166
37.030 135.490 -60.086 point_167
35.157 135.790 -60.067 point_168
33.181 136.221 -60.029 point_169
31.582 136.787 -60.039 point_170
29.782 137.575 -60.179 point_171
27.731 138.711 -60.049 point_172
26.128 139.617 -60.121 point_173
24.413 140.510 -60.043 point_174
23.250 141.123 -60.033 point_175
21.596 142.043 -60.045 point_176
20.633 142.508 -60.048 point_177
19.845 140.850 -59.573 point_178
18.728 139.133 -59.122 point_179
17.694 137.187 -58.516 point_180
17.042 135.788 -58.098 point_181
16.095 134.241 -57.769 point_182
15.422 133.012 -57.278 point_183
14.649 131.602 -56.885 point_184
13.890 130.205 -56.523 point_185
13.364 129.238 -56.538 point_186
12.703 128.006 -56.712 point_187
11.882 126.434 -56.993 point_188
11.405 125.595 -57.257 point_189
10.647 124.207 -57.744 point_190
10.071 123.047 -57.994 point_191
9.386 121.921 -58.391 point_192
8.912 120.995 -58.645 point_193
8.256 119.758 -59.001 point_194
7.597 118.547 -59.369 point_195
6.888 117.198 -59.741 point_196
