#x y z label
-69.381 244.216 -59.943 point_000
-63.421 242.560 -59.896 point_001
-57.724 241.356 -59.944 point_002
-51.253 239.615 -59.901 point_003
-45.810 238.537 -59.973 point_004
-40.221 237.346 -60.003 point_005
-35.003 236.084 -60.014 point_006
-30.006 234.954 -60.023 point_007
-24.332 233.532 -60.016 point_008
-19.650 232.348 -60.004 point_009
-16.262 231.318 -59.935 point_010
-12.951 230.367 -59.884 point_011
-8.669 229.548 -59.936 point_012
-5.155 228.715 -59.945 point_013
-1.767 227.955 -59.947 point_014
1.489 227.238 -59.969 point_015
4.211 226.413 -59.926 point_016
6.919 225.857 -59.942 point_017
9.874 225.587 -59.998 point_018
12.428 225.320 -59.938 point_019
15.048 225.489 -59.943 point_020
17.879 226.203 -60.004 point_021
20.217 226.634 -59.925 point_022
22.655 227.479 -59.970 point_023
24.859 228.080 -59.940 point_024
26.746 228.594 -59.934 point_025
29.261 229.364 -59.951 point_026
31.295 230.027 -59.976 point_027
33.579 230.772 -59.978 point_028
35.294 231.282 -59.978 point_029
36.952 231.741 -59.966 point_030
38.328 232.133 -59.972 point_031
40.361 232.881 -59.809 point_032
40.775 231.204 -59.565 point_033
41.551 228.405 -58.822 point_034
42.099 226.263 -58.255 point_035
42.788 224.425 -57.755 point_036
43.393 222.840 -57.322 point_037
43.920 221.033 -56.837 point_038
44.300 219.830 -56.579 point_039
44.547 218.887 -56.444 point_040
44.692 218.097 -56.419 point_041
45.110 217.063 -56.572 point_042
45.220 216.338 -56.690 point_043
45.539 215.567 -56.939 point_044
45.827 214.104 -57.284 point_045
46.089 213.329 -57.482 point_046
46.403 212.565 -57.692 point_047
46.629 211.686 -57.930 point_048
46.889 210.936 -58.123 point_049
47.124 210.165 -58.330 point_050
47.365 209.299 -58.554 point_051
47.545 208.804 -58.687 point_052
47.739 208.187 -58.860 point_053
47.905 207.511 -59.034 point_054
48.069 206.975 -59.176 point_055
48.263 206.470 -59.322 point_056
48.397 205.940 -59.448 point_057
48.585 205.398 -59.601 point_058
48.713 204.932 -59.721 point_059
48.894 204.324 -59.904 point_060
49.077 203.872 -59.829 point_061
48.570 203.953 -59.953 point_062
47.629 203.654 -59.966 point_063
46.675 203.326 -59.994 point_064
45.698 203.042 -60.002 point_065
44.861 202.778 -59.980 point_066
44.241 202.639 -59.974 point_067
43.357 202.317 -59.985 point_068
42.772 202.160 -59.977 point_069
42.280 202.020 -59.971 point_070
41.947 201.930 -59.971 point_071
41.479 201.806 -59.969 point_072
41.176 201.663 -60.012 point_073
40.451 201.431 -59.995 point_074
39.413 201.138 -59.987 point_075
40.073 201.334 -60.017 point_076
38.307 200.824 -59.987 point_077
37.399 200.579 -59.976 point_078
36.505 200.280 -59.994 point_079
